semestre,curso,achou_util,feedback,sentimento,sentimento_predito
2022.1,Ciência da Computação,UM POUCO,"No início foi bem tranquilo, quase entediante, mas quando foi chegando ao fim, a carga de matérias foi ficando bem mais pesada. Eu gostei muito de ter assistido diversas palestras e frequentado diversas atividade que a universidade oferece. Um dos maiores pontos positivos foi conhecer pessoas que eu nunca teria sequer falado antes.",,Positivo
2022.1,Ciência da Computação,SIM,foi muito bom! eu me conheci mais e descobri coisas que não sabia antes. Amei a faculdade e seu campus. conheci pessoas novas e percebi que o o ambiente da faculdade não é tão pesado quanto pensava e isso coloca muito na conta dessa disciplina.,,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Foi bem desafiador, principalmente adaptação a um modelo de ensino a qual eu não estava habituado. Bem cansativo também, devido à quantidade de ônibus que eu preciso pegar para chegar na UnB. Mas, de qualquer forma, eu estou muito feliz em estar aqui.",,Positivo
2022.1,Ciência da Computação,SIM,"Desafiador. As matérias são difíceis, mas não difíceis o suficiente para parecerem impossíveis e eu acho que isso é uma coisa boa. O curso não deve ser fácil demais, pois isso geraria pessoas que não aprendem. Porém, claro, ainda existe opções para melhorar. Na minha opinião, é legal que alunos façam APC para aprender lógica de programação, mas não faz muito sentido que tenham que fazer isso e simultaneamente aprender Assembly e fazer um jogo inteiro nele em ISC.",,Negativo e Positivo
2022.1,Licenciatura em Computação (noturno),SIM,"Foi um semestre de descobrimento, pois essa a minha primeira vez em uma instituição de ensino superior, então praticamente o semestre inteiro foi de novas experiências. Tive algumas dificuldades em certos momentos, como também facilidades em outros, mas uma coisa que ajudou bastante nesse momento de calouro foi o curso IAUC, pois eles abordaram muitos assuntos que são extremamente importantes para o conhecimentos dos universitários.",,Negativo
2022.1,Licenciatura em Computação (noturno),SIM,"Esse semestre foi corrido, porém acredito que o próximo vai ser muito bom e conseguirei estudar mais pra passar nas matérias.
Gostei dessa matéria, me ensinou várias coisas sobre a universidade que estou e também das coisas que eu posso fazer e que não posso. Comecei a trabalhar e hoje acredito que tá mais fácil pra mim conseguir o que eu quero que e passar em tudo. Mas foi um semestre bem tranquilo apesar da reprovação em cálculo.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Esse semestre foi maravilhoso, a disciplina me acolheu e foi excelente para auxiliar minha estadia no Brasil.",,Positivo
2022.1,Ciência da Computação,SIM,"Esse primeiro semestre na UnB foi uma experiência única de muito aprendizado e adaptação para essa nova realidade que demanda uma rotina completamente diferente da qual estava acostumado, por demandar muitos mais tempo em transportes e ter uma dinâmica de aulas, provas e trabalhos completamente diferente da escola e de outra universidade que estou cursando.",,Negativo e Positivo
2022.1,Ciência da Computação,UM POUCO,"Por razões pessoais foi particularmente difícil pra mim, mas sabendo de como era o primeiro semestre antigamente e dos esforços feitos pelo corpo docente pra melhorar a vida dos calouros é impossível reclamar de algo. A matéria é complicada mas isso é natural. Todos os professores foram bons e prestativos. Só espero estar melhor pro semestre que vem.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Foi uma das melhores experiências até agora. Com certeza superou todas as expectativas, com excelentes professores e colegas bastante amigáveis. O primeiro semestre despertou um sentimento de &amp;quot;buscar mais&amp;quot;, &amp;quot;estudar mais, &amp;quot;conhecer mais&amp;quot;, uma jornada que estou ansioso em seguir.",,Positivo
2022.1,Ciência da Computação,SIM,O início pra mim foi extremamente desesperador. Comecei atrapalhado e sem saber direito como funcionava a UnB. Mas aos poucos eu fui entendendo a dinâmica da universidade e acabou que foi um semestre bem produtivo e divertido. Sinto que vou sentir muita falta desse primeiro semestre a partir de agora...,,Negativo e Positivo
2022.1,Ciência da Computação,UM POUCO,"Foi muito interessante, não tão diferente do que eu esperava, mas ainda sim me surpreendi. Cálculo foi bem puxado, mas fui relativamente bem nas outras matérias.",,Positivo
2022.1,Ciência da Computação,UM POUCO,"o meu primeiro semestre na Universidade de Brasília foi uma experiência bastante positiva, pois foi introdutória à programação para mim e acredito que me sai bem e com bastante interesse para adquirir mais conhecimento na área.",,Positivo
2022.1,Ciência da Computação,SIM,"Comecei o primeiro semestre sem saber muito sobre a UnB e sobre o meu próprio curso. Não conhecia ninguém das minhas turmas e fazer amizade nunca foi o meu forte. Aprendi a me forçar a conversar com as pessoas, afinal, eu estava me sentindo muito só. E assim, felizmente, descobri que existem muitas pessoas boas na UnB que não hesitaram em me ajudar quando precisei e que me ensinaram muito em tão pouco tempo de convivência. Sobre as matérias, apesar de ter começado somente com três + IAUC, senti que elas são muito interessantes e não me arrependo de ter entrado em Ciência da Computação.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Voltando ao curso, então a pergunta não se aplica perfeitamente ao meu caso. Mas, em geral, bem tranquilo, gostei bastante dos professores e disciplinas. Gostei muito da camisa, também :-)",,Negativo e Positivo
2022.1,Ciência da Computação,UM POUCO,"Foi bem parecido com o que eu acreditava que seria, à parte de que tive dificuldades diferentes das que as que imaginei que teria. Apesar de ter tirado a menção máxima em APC, tive mais dificuldade do que esperava, enquanto que Cálculo foi muito mais fácil para mim do que eu acreditava que seria. ISC é de toda forma a disciplina mais difícil - e no entanto e mais interessante -, e a que demanda maior atenção e estudo no primeiro semestre - aí residiu a minha surpresa, já que eu esperava lidar bem com ela.",,Positivo
2022.1,Ciência da Computação,SIM,"meu primeiro semestres foi muito puxado, sabia que era um curso denso, mas não esperava tanto assim, infelizmente não foi da maneira que eu objetivava. Porém  esse matéria  me ajudou bastante a entender a Unb e também perceber que o curso não e difícil só pra mim, além de mostrar coisas sobre a universidade que eu não conhecia, como as empresas Juniors, achei muito boa a palestras com ex- alunos.",,Negativo
2022.1,Ciência da Computação,SIM,"Esse primeiro semestre na UnB foi muito importante para eu realmente conhecer como é a vida acadêmica, como estudar da forma certa para algumas matérias específicas e também desenvolver muito a autodidática e de como estudar sozinhos e em grupo. Foi um desafio muito grande no início para pegar o ritmo intenso de estudos, mas com o passar das aulas consegui desenvolver isso muito bem. Tive um desempenho bom na matéria de APC, o que me deixa muito feliz para as próximas matérias de programação.",,Positivo
2022.1,Ciência da Computação,UM POUCO,"O primeiro semestre foi bem legal, eu gostei bastante das disciplinas que nós tivemos e sinto que consegui aprender muitas coisas.  No geral eu não diria que foi as matéria foram fáceis, mas acho que consegui assimilar bem o conteúdo e estou ansioso pelo próximo semestre",,Positivo
2022.1,Ciência da Computação,SIM,"Foi um semestre bom, mesmo que com algumas dificuldades em algumas matérias, como isc. Fiz novas amizades, aprendi muita coisa que eu n tinha ideia do que era e aproveitei bastante o meu tempo livre para conhecer a universidade",,Positivo
2022.1,Ciência da Computação,UM POUCO,"cansativo, e alternando extremos de dificuldade... com apc sendo muito &amp;quot;lento&amp;quot; pra quem ja programa, e calculo sendo muito dificil para todos... 
entretando valeu a pena e estou otimista quanto aos proximoa semestres",,Negativo e Positivo
2022.1,Licenciatura em Computação (noturno),SIM,"Foi tudo bastante novo, porque acabei de sair do ensino médio e nunca tinha tido contato com uma Universidade, não tinha nem ido anteriormente na UNB para conhecer. Me senti bastante acolhido, conseguindo sempre tirar as dúvidas que eu tinha, fazendo com que meu primeiro semestre na UNB fosse muito bom.",,Positivo
2022.1,Ciência da Computação,UM POUCO,"No começo me senti um pouco perdido, mas com o tempo acabei me acostumando e entendendo como as coisas funcionam. Foi divertido,  conheci novas pessoas e gostei muito das matérias que estudei, no geral sinto que escolhi o curso certo, e estou motivado para continuar.",,Negativo e Positivo
2022.1,Ciência da Computação,UM POUCO,"definitivamente um semestre muito corrido e muito atarefado. tivemos o primeiro contato com diversos termos e conceitos que nos serão úteis no resto do curso e no mercado de trabalho. ao mesmo tempo, conheci muitas pessoas novas e fiz amigos que espero poder estudar junto nos próximos semestres.",,Positivo
2022.1,Ciência da Computação,UM POUCO,"O primeiro semestre foi tranquilo, sem grandes dificuldades nas matérias iniciais. è um choque ver a quantidade de usuários de drogas sem nenhum tipo de constrangimento em diversos lugares da universidade. Um lugar que era pra ser de construção de pensamento científico, mas que só se sente cheiro de maconha. Triste, porém, tirando isso, foi uma experiência muito boa a de entrar na universidade.",,Negativo e Positivo
2022.1,Licenciatura em Computação (noturno),SIM,"Para mim, estudante que já estudei lógica de programação por pouco tempo e sempre estive familiarizado com tecnologia, foi um semestre muito bom para APC, terminei com SS estudando menos de 1 hora por semana! ajudando os outros alunos com dificuldades etc... porém as matérias de educação do meu curso de licenciatura me desanimam demais com o curso... eu pretendo virar monitor de APC no meu segundo semestre!",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"O semestre em si foi muito bom, conheci pessoas novas e ingressei no curso de graduação que eu desejava. Porém, por conta do cenário pandêmico e as diversas mudanças no calendário acadêmico, o final do semestre se tornou um pouco corrido. Ademais, acredito que a experiência de ingressar na universidade foi algo muito especial para a minha vida!",,Negativo e Positivo
2022.1,Licenciatura em Computação (noturno),SIM,"A UnB era um sonho pra mim. Então nas minhas primeiras semanas foram um misto de alegria, e também de não pertencer a esse lugar. Algumas pessoas não são muito agradáveis com os calouros, principalmente para aqueles que entram muitos animados de viver a UnB, taxados de &#039;bobinhos&#039;. Eu gostei do início do curso, mas tive minhas dificuldades, porque trabalho as vezes mais de 8h por dia, e eu que me mantenho aqui. Então é cansativo, muitas vezes escolhi dormir porque sabia que precisava está bem no trabalho e não priorizei muito algumas matérias. Mas tudo é aprendizado, vou tentando me ajustar da melhor forma, mas queria muito conseguir participar de todos os projetos, palestras e etc, principalmente que envolvem o curso de computação.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Foi legal, me informei sobre o funcionamento da instituição, e as atividades voltadas para alunos (atleticas etc). Nem tudo que planejei foi como esperado mas ok, gostei do que conheci!",,Positivo
2022.1,Ciência da Computação,UM POUCO,"Foi de certa forma tranquilo ja que so haviam 4 materias e uma delas era IAUC.  A materia de APC foi mais facil, ja que eu ja tinha algum conhecimento de logica de programacao e calculo e ISC foram mais desafiadores. No geral, estabaleceu uma boa base para os proximos semestres.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Em poucas palavras, incrível. Conheci um monte de gente nova, tive a oportunidade de conhecer outras pessoalmente. Também participei de bastante coisa, como as maratonas de programação, e já estou planejando as próximas.",,Positivo
2022.1,Ciência da Computação,UM POUCO,"Eu acho que foi até que tranquilo, com apenas 3 matérias obrigatórias e essa optativa de 1 crédito, e gostei muito dos conteúdos das matérias que foram dadas. Além disso foi legal encontrar mais pessoas que gostam dessa área.",,Positivo
2022.1,Ciência da Computação,SIM,"foi exaustivo, mas também cheio de descobertas, sair do ensino médio e entrar no ambiente universitário é um baque que só vivendo essa experiência para aprender e tirar suas próprias conclusões. No fim, tudo deu certo, ou quase. Apesar das dicas dos veteranos, professores e colegas, gostaria de ter feito algumas coisas diferentes nesse semestre como calouro, mas não deixou de ser incrível pelos meus erros, pelo contrário, foi transformador o aprendizado, tanto acadêmico como o pra vida.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Apesar de ter sido bastante corrido e cansativo, gostei do primeiro semestre. Me senti bastante axolhida pelos professores e pelos veteranos, consegui fazer amigos e participar de algumas atividades extracurriculares. Sinto que aprendi coisas sobre a UnB que serão úteis nos próximos semestres.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Já conhecia a UnB e já fazia outro curso. Quando troquei pra CIC, foi e está sendo uma dificuldade danada. É uma área que me chamou atenção mas que não domino o básico de lógica de programação. Dessa forma, acredito que esse primeiro semestre foi um aprendizado extra.",,Negativo
2022.1,Ciência da Computação,SIM,"Foi uma transição mais tranquila do que eu esperava, No começo não sabia como muitas partes da universidade funcionavam e ficava perdido em alguns tópicos, então a disciplina me esclareceu muitas coisas; como fazer matrícula, quem procurar dentro do departamento, e outras coisas que, no meio da correria de se ajustar ao novo ambiente, eu não teria me preocupado tanto e talvez me arrepende-se mais na frente. Em geral, foi um começo com certas dificuldades mas também excitante.",,Negativo e Positivo
2022.1,Ciência da Computação,SIM,"Esse não era o meu primeiro semestre na UnB, venho de outro curso (Engenharia Ambiental) e já tinha cursado 2 anos de UnB. Mesmo assim, eu nunca tinha cursado a UnB presencialmente de fato, e foi uma experiência muito positiva, foi muito bom o contato com os outros alunos que não existia no remoto, com os professores, vivenciar a universidade e tudo o que ela tem a oferecer.",,Positivo
2022.1,Ciência da Computação,SIM,"Minha experiência como calouro na Universidade foi muito surpreendente, atingiu além das minhas expectativas sobre esse ambiente. O departamento e os professores foram muito atenciosos e bem acolhedores. O curso me surpreendeu com sua complexidade, por ir além do que eu esperava, e os meios de ensino foram muito bem aplicados e aproveitados pelos professores.",,Positivo
2021.2,Ciência da Computação,SIM,"Um pouco decepcionante por não poder ter essa experiência presencialmente. No ensino médio a gente fica ansioso para conhecer esse universo que é a UnB e não poder aproveitar todas essas vantagens é muito triste. Acho que os professores, salvo uma excessão, ministrou bem a matéria e aproveitei muito, apesar das notas não tão boas. Acredito que nem todas as matérias precisam ser presenciais, mas seria ótimo conhecer a faculdade e trocar esses momentos com professores e colegas.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Sem meias palavras. Achei péssimo. O sentimento de pertencimento à UNB é praticamente nulo, a convivência com os professores e com os colegas de turma é pouco mais que mera formalidade, as plataformas e métodos de ensino virtual são completamente descentralizadas, alguns professores foram bastante desorganizados com seus materias e os problemas técnicos  causaram extremo prejuízo para vários alunos. Eu mesmo tive uma lista zerada por problemas na plataforma do Teams. Sinceramente não vejo ponto positivo algum no EAD fora o fato de estarmos seguindo as recomendações sanitárias. Fora isso, espero que acabe o mais cedo possível.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Apesar de não achar tão ruim, dada a situação emergencial que estamos passando, é visível que os professores têm se dedicado para dar um ensino de qualidade, alguns com mais e outros com menos disposição e/ou conhecimento, mas se esforçam. É que ainda é estranho eu ter entrado em uma universidade e nem ter sequer ido nela até então, ainda é meio estranho para mim.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O modelo de ensino remoto oferece diversas vantagens em relação ao ensino presencial, como por exemplo a possibilidade de uma comunicação mais rápida entre os alunos e o corpo docente. Entretanto, a falta de socialização e conversas &amp;quot;cara a cara&amp;quot; foi algo que me prejudicou bastante, como diria o meu saudoso professor Lamar: &amp;quot;essa é a parte ruim do ensino remoto, nós professores não conseguimos ver as caras de interrogação de vocês&amp;quot;.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu sinceramente odeio ensino remoto, eu entendo que precise ser assim por causa da situação que estamos passando mas simplesmente não me desce esse sistema, prefiro muito mais presencial, mas em relação a estudos acho que dá pra levar tranquilo por mais que haja perdas também há coisas que se tornam mais práticas no remoto, como a locomoção pra faculdade.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu até prefiro esse modelo de ensino remoto por ter mais tempo para estudar e não ter muitas distrações universitárias, acredito que aprendo mais no EAD.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Em algumas disciplinas como APC, o ensino a distância se mostrou bem produtivo para mim. O pagina dessa disciplina no Aprender 3 ficou bem organizada e fácil de procurar os conteúdos, exercícios e trabalhos. De longe foi a disciplina mais organizada. Em ISC o professor Lamar conseguiu transmitir bem o conteúdo de forma clara e que com certeza vai me ajudar no futuro.",,Positivo
2021.2,Ciência da Computação,SIM,"Para mim, como aluno que já teve presencial, digo que não me adaptei em nada ao ensino remoto, meu rendimento caiu e eu notei uma enorme dificuldade em me concentrar nas matérias dado o modelo, talvez por me acostumar sempre ao presencial não tenha ido tão bem com este modelo, que não me permite tirar proveito do ensino totalmente autodidata, pois eu preciso comparecer as aulas ainda.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Para mim, o ideal agora seria o modelo remoto de ensino, pois posso ter mais acesso a computador, pois estudo em casa. Gosto desse modelo por ser mais dinâmico e mais difícil, pois exige mais desempenho, pesquisa, estudo dos conteúdos ministrados. Mas o modelo presencial também faz falta a socialização, o ambiente, as sensações....",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Particularmente eu não gosto do ensino remoto. Tenho muita dificuldade pra ter foco e algumas aulas chegam a ter aproximadamente, e às vezes ultrapassam, duas horas. É muito tempo para ficar sentado em frente ao computador tendo que absorver o conteúdo. Porém o fato de ter as aulas gravadas e pode assistir posteriormente pra caso tenha perdido a aula ou mesmo para reforçar/revisar o conteúdo é um ponto positivo. As monitorias também ficaram mais &amp;quot;acessíveis&amp;quot; no formato remoto.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Como dito anteriormente, o modelo de ensino remoto tem seus prós e seus contras. 
Como ponto positivo, vale dizer que o EAD parece permitir uma melhor difusão do conteúdo, uma vez que todas as aulas ficam disponíveis para serem assistidas e revisadas sempre que necessário. Além disso, o material digital disponibilizado supriu, pelo menos nas disciplinas que cursei, todas as minha necessidades teóricas adicionais. 
Apenas como contraponto, me lembro de ter tido aulas presenciais com professores iranianos e russos, que mal falavam português. Não havia videoaula gravada, o material gratuito por vezes era escasso na BCE, professores desmotivados davam, por vezes, 30min de aula e iam embora. Mas no semestre atual, tudo aconteceu de forma contrária ao que eu esperava e isso me deixou bastante feliz.

Tivemos excelentes professores na bancada de computação, todos muito empenhados em passar o conhecimento com excelência. Só tenho elogios. O mesmo posso dizer dos monitores, que criaram diversos canais de comunicação para facilitar a interação conosco. Todos de parabéns.

Enfim, acredito que com a ressalva de algumas disciplinas que exigem a presença física das pessoas, como os laboratórios, o formato EAD da UnB parece maduro o suficiente para atender todas as demandas de ensino teóricas, talvez com mais qualidade até que o ensino presencial.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O modelo de ensino remoto funcionou muito bem para mim. Apesar de problemas de conexão terem atrapalhado algumas vezes, todos os professores gravaram as aulas, então nunca fui prejudicado por conta disso. Além disso, mesmo sem problemas de conexão a possibilidade de rever aulas é muito útil.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Gosto da fácil acessibilidade e contato que o modelo propõe. Contudo, acho que é um modelo mais sensível à fatores externos à educação em si, desde o ambiente físico para os estudos quanto à concentração ou formas de adaptação do estudante.",,Positivo
2021.2,Ciência da Computação,SIM,"​Apesar de nada substituir o ensino presencial, este modelo remoto conseguir ser bastante satisfatório. O uso de ferramentas como o moodle e o teams ajudaram muito nesse processo, melhorando a realização das atividades e a comunicação com alunos e professores.",,Negativo
2021.2,Licenciatura em Computação (noturno),SIM,"Olha complicado essa questão, mas acho bom, para o momento que stamos, não há mais o que falar isso teve como uma solução. Gosto de pensar assim, que somos adaptaveis então acredito bastante nisso, que foi uma solução passageira.",,Negativo
2021.2,Ciência da Computação,SIM,"O ensino remoto, na minha visão, possui muito mais desvantagens do que vantagens em relação ao presencial. Porém, dado o cenário atual em que estamos, vejo que o CIC e também os professores de IAUC têm conseguido transformar a experiência de ensino remoto em algo prazeroso, instigante e bastante produtivo.",,Negativo
2021.2,Licenciatura em Computação (noturno),SIM,"A minha única reclamação é com as provas que foram mal escritas. Tive que usar o sistema do teste pra ver como é para o algoritmo funcionar ao invés de ler o texto. De resto, a disciplina oferece monitores, videos no youtube tempo pra fazer cada teste.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Apesar de perdemos muita coisa relacionado a subjetividade das discussões de algumas disciplinas da licenciatura (as disciplinas de humanas), subjetividade essa que conseguimos no diálogo presencial, e também da vivência acadêmica no câmpus, houve muitos avanços sobretudo na parte de deslocamento até a universidade. O grande tempo gasto nesta etapa utilizamos para fazer tarefas e estudar mais um pouco.
Como tudo nessa vida há prós e contras, a vivência do ensino remoto também fortaleceu a comunicação entre os estudantes e professores via os canais de diálogo das plataformas, mas ainda prefiro aulas presenciais.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Algumas coisas ,como as monitorias on-line, canais de tira dúvidas no discord, ter acesso a aulas anteriores gravadas foram inovações  que melhoraram muito o ensino que só chegaramaté nós, alunos,através do ensino remoto.
  Fora isso, acho que o mais chateante é a falta de socialização e a falta de um ambiente propício para estudar na minha casa, que eu senti algumas vezes.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O ensino remoto atrapalhou o meu aprendizado de certa forma. Estudar em casa dá um conforto maior, mas fica muito mais fácil se distrair das aulas. Também, as limitações tecnológicas acabaram   dificultando meus estudos.",,Positivo
2021.2,Ciência da Computação,SIM,"não acho que eu consiga me acostumar com ensino remoto, mas claro que há algumas vantagens como ter mais tempo pra rotina diária graças a não ter que se locomover do local de moradia até a universidade. ainda assim, sinto que no ensino presencial é muito mais fácil compreender os conteudos e se sentir mais conectado aos colegas e aos professores",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Bem complicado, com suas vantagens e desvantagens , eu tenho suspeitas que vou aprender e reter mais o conteúdo no presencial, além de ter mais interações sociais com a galera da faculdade ,além de não ter que lidar com problemas técnicos como minha internet ficar lenta e travar minha aula, mas vou sentir falta da conveniência da aula ser em minha casa e não ter que me locomover até a universidade",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O modelo de ensino remoto é uma experiência que estamos convivendo a +/-  2 anos, por isso estamos mais adaptados do que antes. Porém, na minha opinião, é uma forma de ensino inferior já que o aluno precisa &amp;quot;correr&amp;quot; atrás de todo o conteúdo com pouca ajuda, já que é um ensino em que o professor não pode avaliar cada aluno individualmente durante as aulas.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"não acredito que o modelo de ensino remoto fez muita diferença em matérias como APC onde o ensino é muito ligado a computadores, porem em matérias como ISC ou Calculo 1 senti dificuldade prestando atenção na aula dos professores, é difícil engajar nessas matérias em uma aula online, também gostaria de ter participado dos laboratórios de ISC oque é algo que não tive a chance de fazer",,Negativo
2021.2,Ciência da Computação,SIM,"Acho que é um bom modelo. Consegui acompanhar as aulas e as professoras pareceram compreensíveis com dificuldades técnicas de alunos. Dada a situação do país, creio que não havia uma opção melhor para ter aulas nesse momento, mas sinto que a parte social da universidade foi muito prejudicada.",,Positivo
2021.2,Ciência da Computação,SIM,"Acho que o modelo de ensino remoto está funcionando muito bem até aqui, os professores, monitores e tutores estão bem acessíveis e isso ajuda muito. Algumas matérias como C1 poderiam ser mais padronizadas, mas o maior problema do ensino à distância é a falta de convivência entre os estudantes, mesmo que isso possa ser contornado, ainda é bem diferente do que seria no presencial.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu já tinha alguma facilidade em aprender por EAD por já ter feito alguns cursos online então eu sei que fazer as coisas no meu tempo era algo essencial, tirando Calculo todas as materias sempre foram bem flexiveis com os conteudos e eu pude seguir bastante no meu tempo",,Positivo
2021.2,Ciência da Computação,SIM,Antes de retirar as disciplinas eu ainda permaneci nelas por um mês e meio. Nesse período senti que o departamento se organizou bem para o ensino remoto. Não tive problemas em assistir aulas nem com entrega de atividades.,,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu achei meio 50/50, gostei da liberdade de estudar no meu tempo,também consegui organizar melhor meu dia/estudos, visto que não precisava me locomover para ir estudar, porém demorei para me disciplinar no estudo o que ocasionou num desfoco muitas vezes que eu precisava me concentrar, além disso, sou meio tímido então não tive iniciativa de tentar novas amizades pela ambiente online.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Apesar dos pontos negativos do ensino remoto, acho que foi bom. Ter as aulas gravadas, a liberdade de poder assistir na hora que quiser e montar a própria grade horaria são bons pontos (aulas assíncronas). E a ajuda de monitores e fóruns ativos no aprender3 ajuda muito.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Apesar de achar o ensino presencial muito melhor para o meu aprendizado, entendo o porque do ensino remoto e sinceramente esperava muito menos das aulas, o que me fez me surpreender bastante. Gostei bastante de como os professores estão se esforçando para ter o máximo de contato possível mesmo no ensino remoto.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Achei o modelo de ensino remoto bem organizado e consegui me adaptar bem, apesar de pessoalmente preferir o ensino presencial.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Acredito que com o modelo de ensino remoto a quantidade de informação absorvida é maior comparada com o presencial mas, acredito que demanda mais tempo do aluno. No curso de Ciência da Computação não faz tanta falta as matérias presenciais, mas o contato humano faz bastante falta.",,Negativo
2021.2,Ciência da Computação,UM POUCO,horrivel,,Negativo
2021.2,Ciência da Computação,SIM,"O Ensino Remoto tem seu benefícios por haver a necessidade de me deslocar até a Universidade, tempo gasto no transito e o incômodo de sair de casa, são problemas evitados pelo ensino remoto mas, a respeito da questão da aprendizagem, é mais complicado me concentrar mais durante as aulas, seja por motivos externos como coisas que acontecem na casa ou na rua; ou por motivos internos, de me manter focado na aula.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"não é ruim, mas também não é bom. É vantajoso para pessoas como eu que não residem no DF, mas se tratando do lado mental é desgastante",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Bom, eu não consigo comparar com o ensino presencial da UnB pois ainda não tive aulas presenciais, mas vou comparar com as minhas antigas aulas do Ensino Médio. Posso dizer que não estou gostando do ensino remoto, pois percebi várias mudanças no meu comportamento, na minha capacidade de prestar atenção, meu sono, falta de rotina, tudo isso parece ter sido afetado com o ensino EaD.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Sinto muita falta do contato humano que o ensino presencial nos oferece e acredito que minha saúde mental agradeceria se o próximo semestre fosse totalmente presencial (sei que é bem inviável). Entretanto, julgo que tenho mais facilidade para aprender no ensino remoto e gosto muito de poder ter um controle maior do meu tempo; ter a opção de escolher o horário que quero assistir as aulas e poder assisti-las quantas vezes forem necessárias me proporcionam uma independência muito positiva.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Um pouco decepcionante por não poder ter essa experiência presencialmente. No ensino médio a gente fica ansioso para conhecer esse universo que é a UnB e não poder aproveitar todas essas vantagens é muito triste. Acho que os professores, salvo uma excessão, ministrou bem a matéria e aproveitei muito, apesar das notas não tão boas. Acredito que nem todas as matérias precisam ser presenciais, mas seria ótimo conhecer a faculdade e trocar esses momentos com professores e colegas.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Sem meias palavras. Achei péssimo. O sentimento de pertencimento à UNB é praticamente nulo, a convivência com os professores e com os colegas de turma é pouco mais que mera formalidade, as plataformas e métodos de ensino virtual são completamente descentralizadas, alguns professores foram bastante desorganizados com seus materias e os problemas técnicos  causaram extremo prejuízo para vários alunos. Eu mesmo tive uma lista zerada por problemas na plataforma do Teams. Sinceramente não vejo ponto positivo algum no EAD fora o fato de estarmos seguindo as recomendações sanitárias. Fora isso, espero que acabe o mais cedo possível.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O modelo de ensino remoto oferece diversas vantagens em relação ao ensino presencial, como por exemplo a possibilidade de uma comunicação mais rápida entre os alunos e o corpo docente. Entretanto, a falta de socialização e conversas &amp;quot;cara a cara&amp;quot; foi algo que me prejudicou bastante, como diria o meu saudoso professor Lamar: &amp;quot;essa é a parte ruim do ensino remoto, nós professores não conseguimos ver as caras de interrogação de vocês&amp;quot;.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu sinceramente odeio ensino remoto, eu entendo que precise ser assim por causa da situação que estamos passando mas simplesmente não me desce esse sistema, prefiro muito mais presencial, mas em relação a estudos acho que dá pra levar tranquilo por mais que haja perdas também há coisas que se tornam mais práticas no remoto, como a locomoção pra faculdade.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu até prefiro esse modelo de ensino remoto por ter mais tempo para estudar e não ter muitas distrações universitárias, acredito que aprendo mais no EAD.",,Negativo e Positivo
